"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hsapiens_homolog","gene"
"ENSMUSG00000000001",919.752215521165,0.0196073069566249,0.0391873459045282,0.500347918544779,0.616830118651651,0.99961248066397,"ENSG00000065135","Gnai3"
"ENSMUSG00000000028",69.9325358214027,0.00435949086845571,0.0492003304161337,0.0886069429124434,0.929394290145967,0.99961248066397,"ENSG00000093009","Cdc45"
"ENSMUSG00000000037",11.8990015085216,0.0220229329512497,0.0263705926099692,0.835132273171751,0.403643237352487,0.99961248066397,"ENSG00000102098","Scml2"
"ENSMUSG00000000056",1624.32204530555,-0.0161490350925412,0.0365731593550784,-0.441554281262793,0.658811773692237,0.99961248066397,"ENSG00000141562","Narf"
"ENSMUSG00000000058",246.663025183999,0.00316657425271077,0.0505089438307107,0.0626933373092115,0.9500107030153,0.99961248066397,"ENSG00000105971","Cav2"
"ENSMUSG00000000078",735.146286765788,-0.00721201397748933,0.0423888428390725,-0.170139439872644,0.864900477131369,0.99961248066397,"ENSG00000067082","Klf6"
"ENSMUSG00000000085",591.219083583221,-0.0109419317070694,0.043053255712408,-0.254148763572272,0.799380631916728,0.99961248066397,"ENSG00000010803","Scmh1"
"ENSMUSG00000000088",1675.20973485053,-0.0852004649331684,0.0412773194198137,-2.06409878671218,0.0390083509910094,0.99961248066397,"ENSG00000178741","Cox5a"
"ENSMUSG00000000093",27.5939817193156,0.00081711007251069,0.0406553127093737,0.0200984820446921,0.983964811054605,0.99961248066397,"ENSG00000121068","Tbx2"
"ENSMUSG00000000120",111.571190443297,-0.00288312575223534,0.0503561265010215,-0.0572547166068632,0.954342292056268,0.99961248066397,"ENSG00000064300","Ngfr"
"ENSMUSG00000000125",232.993803017213,-0.0668053510689746,0.0500632246423094,-1.33441965726906,0.18206636132187,0.99961248066397,"ENSG00000108379","Wnt3"
"ENSMUSG00000000126",18.88953210953,0.0195516891323444,0.0388705957890795,0.502994326056545,0.61496826135548,0.99961248066397,"ENSG00000143816","Wnt9a"
"ENSMUSG00000000127",846.121702144989,0.00223655329679286,0.0401555724731156,0.0556972086076034,0.955583023260992,0.99961248066397,"ENSG00000151422","Fer"
"ENSMUSG00000000131",1524.72412999033,-0.0575645623190329,0.0417573476420646,-1.37854929897523,0.168033757951636,0.99961248066397,"ENSG00000169180","Xpo6"
"ENSMUSG00000000134",361.616298672016,-0.0369132374117257,0.0466133298376231,-0.791903035897938,0.428417216658242,0.99961248066397,"ENSG00000068323","Tfe3"
"ENSMUSG00000000142",382.729948258426,-0.0105353832697805,0.04468271536319,-0.235782073317317,0.813601779439315,0.99961248066397,"ENSG00000168646","Axin2"
"ENSMUSG00000000148",377.612703418177,0.0101630320641873,0.0480083515906978,0.211693001893373,0.832346548055046,0.99961248066397,"ENSG00000106009","Brat1"
"ENSMUSG00000000149",1339.36577555518,0.0549985632737166,0.0390170878733407,1.40960195318154,0.158657249966266,0.99961248066397,"ENSG00000146535","Gna12"
"ENSMUSG00000000167",22.5011100626831,0.0106214254522715,0.0407358891175955,0.260738765799607,0.794293969008571,0.99961248066397,"ENSG00000150773","Pih1d2"
"ENSMUSG00000000168",1946.42567212067,0.0170961548242924,0.0345688733014819,0.494553428895223,0.620915382899967,0.99961248066397,"ENSG00000150768","Dlat"
"ENSMUSG00000000171",1334.77537037175,-0.0113168955789274,0.0396147774367799,-0.285673587261414,0.775128136314424,0.99961248066397,"ENSG00000255292","Sdhd"
"ENSMUSG00000000184",119.945761716852,0.0414853571556186,0.0470202981268788,0.882286136163475,0.377622091723641,0.99961248066397,"ENSG00000118971","Ccnd2"
"ENSMUSG00000000194",1125.44080106563,-0.0271941277059172,0.0383737738816239,-0.708664406836974,0.478532757543552,0.99961248066397,"ENSG00000148358","Gpr107"
"ENSMUSG00000000197",2959.2273514549,-0.0201121477400428,0.0355298156083193,-0.56606394926895,0.571350309143187,0.99961248066397,"ENSG00000102452","Nalcn"
"ENSMUSG00000000202",570.387206440171,-0.0496058323114171,0.0476294757541562,-1.0414944008089,0.297646150501553,0.99961248066397,"ENSG00000204347","Btbd17"
"ENSMUSG00000000214",259.954225484646,-0.0406767467430002,0.0506284317653664,-0.803436830346898,0.421722294555706,0.99961248066397,"ENSG00000180176","Th"
