"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hsapiens_homolog","gene"
"ENSMUSG00000000001",809.692164900854,0.00235663484141245,0.0380299101003703,0.0619679309047198,0.950588370332543,0.999167775047036,"ENSG00000065135","Gnai3"
"ENSMUSG00000000028",45.0160956561391,-0.00491196394699971,0.0344675635020427,-0.14250975258836,0.886677376542859,0.999167775047036,"ENSG00000093009","Cdc45"
"ENSMUSG00000000037",19.5405804049005,-0.0103519420724956,0.0288058980643234,-0.359368836527151,0.719319184592538,0.999167775047036,"ENSG00000102098","Scml2"
"ENSMUSG00000000056",1360.86556307286,0.00916106105492041,0.0345752491805548,0.264960087693962,0.791040208621349,0.999167775047036,"ENSG00000141562","Narf"
"ENSMUSG00000000058",611.648755970013,0.0461951727314136,0.0393051012430766,1.17529713117202,0.239875861866726,0.999167775047036,"ENSG00000105971","Cav2"
"ENSMUSG00000000078",836.536615693401,0.0104497185594072,0.0395251818726188,0.264381289707519,0.791486127417285,0.999167775047036,"ENSG00000067082","Klf6"
"ENSMUSG00000000085",520.6068299008,-0.00225469287422076,0.0410085492774975,-0.0549810445369246,0.956153565215385,0.999167775047036,"ENSG00000010803","Scmh1"
"ENSMUSG00000000088",1527.24113014042,-0.00622798725145641,0.036009164089997,-0.172955618627828,0.862686313002285,0.999167775047036,"ENSG00000178741","Cox5a"
"ENSMUSG00000000093",32.0282259472639,-0.0270217467663937,0.0327479911379975,-0.825142117955452,0.409290910356229,0.999167775047036,"ENSG00000121068","Tbx2"
"ENSMUSG00000000120",51.0032521512194,-0.0215081532488794,0.0354707229735661,-0.606363542826797,0.54427337197735,0.999167775047036,"ENSG00000064300","Ngfr"
"ENSMUSG00000000125",30.9033111986234,-0.0228809668936655,0.0336840108320512,-0.67928273173139,0.496958735737277,0.999167775047036,"ENSG00000108379","Wnt3"
"ENSMUSG00000000126",181.042332757104,-0.00174680068285258,0.0420163772927191,-0.0415742811590584,0.966838076171894,0.999167775047036,"ENSG00000143816","Wnt9a"
"ENSMUSG00000000127",918.693993642231,0.0353653277468843,0.0368717055563372,0.959145426371684,0.337485488588666,0.999167775047036,"ENSG00000151422","Fer"
"ENSMUSG00000000131",1822.93352873526,-0.0543607518126485,0.0355495204453674,-1.52915569975663,0.126225849849712,0.999167775047036,"ENSG00000169180","Xpo6"
"ENSMUSG00000000134",362.055303384404,0.00913193714835393,0.0406716109308947,0.224528533277672,0.822346067268346,0.999167775047036,"ENSG00000068323","Tfe3"
"ENSMUSG00000000142",460.300050215964,0.0654033923064992,0.0405351873500832,1.61349673165788,0.1066366327537,0.999167775047036,"ENSG00000168646","Axin2"
"ENSMUSG00000000148",428.11501964725,0.0138798430197791,0.0400666672368145,0.346418706046652,0.729028069020699,0.999167775047036,"ENSG00000106009","Brat1"
"ENSMUSG00000000149",1743.47505495569,0.019336590017288,0.0328402117368086,0.5888083235351,0.555989861604649,0.999167775047036,"ENSG00000146535","Gna12"
"ENSMUSG00000000167",41.8864142097697,0.0247832849736067,0.0352685542768523,0.702702038168677,0.482241457236781,0.999167775047036,"ENSG00000150773","Pih1d2"
"ENSMUSG00000000168",2651.37846737156,0.0030733040048086,0.0319835272261741,0.0960902149120541,0.923448922714369,0.999167775047036,"ENSG00000150768","Dlat"
"ENSMUSG00000000171",1275.22032176869,-0.0391435648345133,0.0370630083919288,-1.05613566013269,0.290906240440655,0.999167775047036,"ENSG00000255292","Sdhd"
"ENSMUSG00000000184",1379.22215965479,0.0191193570558866,0.0356549098667749,0.536233498481032,0.591797184681581,0.999167775047036,"ENSG00000118971","Ccnd2"
"ENSMUSG00000000194",1079.74990098435,0.0064758639880814,0.0351656562058364,0.184153082489801,0.853893364679117,0.999167775047036,"ENSG00000148358","Gpr107"
"ENSMUSG00000000197",3819.89108803085,-0.0168632264574501,0.0289671674895989,-0.582149651446074,0.560465883532641,0.999167775047036,"ENSG00000102452","Nalcn"
"ENSMUSG00000000202",207.832553875102,-0.0581707018826791,0.0419169197976859,-1.387761843271,0.165209577335471,0.999167775047036,"ENSG00000204347","Btbd17"
