"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hsapiens_homolog","gene"
"ENSMUSG00000000001",809.327679353131,-0.022297860809863,0.0236352941963285,-0.943413719526569,0.345469328392136,0.932155310502984,"ENSG00000065135","Gnai3"
"ENSMUSG00000000028",49.9197633848032,-0.00862887090924985,0.034397008758872,-0.250861084164018,0.801921512802378,0.994097970012415,"ENSG00000093009","Cdc45"
"ENSMUSG00000000037",17.3642753049658,-0.0198620632578568,0.0269262470016389,-0.737646923340183,0.460729033311375,0.950396657099311,"ENSG00000102098","Scml2"
"ENSMUSG00000000056",1412.69567569214,-0.0540505135252384,0.0201334664971624,-2.68461039895222,0.0072614397177328,0.430316511563974,"ENSG00000141562","Narf"
"ENSMUSG00000000058",448.122796012464,-0.00336113605137158,0.0304046188210054,-0.110546889969543,0.911975664897871,0.996415628841334,"ENSG00000105971","Cav2"
"ENSMUSG00000000078",899.762817372921,0.0348896946445115,0.0296371245952544,1.17722940808159,0.239103953845273,0.898902456916531,"ENSG00000067082","Klf6"
"ENSMUSG00000000085",590.705336098174,-0.00885421150044271,0.0298890687455038,-0.296235776893339,0.767050028309413,0.992672104319419,"ENSG00000010803","Scmh1"
"ENSMUSG00000000088",1524.67059107075,-0.0217811502869077,0.023814530366187,-0.914615990825234,0.360393260917827,0.935078308634095,"ENSG00000178741","Cox5a"
"ENSMUSG00000000093",30.0193721571919,0.033877157526519,0.0325877829574728,1.03956619481383,0.298541489417129,0.913332256383345,"ENSG00000121068","Tbx2"
"ENSMUSG00000000120",74.2033345598429,-0.0511466074503747,0.0324534599799007,-1.57599859867179,0.115026126162346,0.846407662647585,"ENSG00000064300","Ngfr"
"ENSMUSG00000000125",101.482020530696,0.0958076838253605,0.0346599601130937,2.76421794810914,0.00570594131081689,0.384062555699964,"ENSG00000108379","Wnt3"
"ENSMUSG00000000126",152.362914941382,-0.00075117524387829,0.0168550084885015,-0.0445668861211634,0.964452537468695,0.999728739832729,"ENSG00000143816","Wnt9a"
"ENSMUSG00000000127",825.635745665128,0.0121158337462721,0.0229600320998082,0.527692369662379,0.597712870081067,0.974161727443235,"ENSG00000151422","Fer"
"ENSMUSG00000000131",1710.0146770617,-0.0187928825124183,0.0224404980884692,-0.837453894219702,0.402337482651991,0.940550322379865,"ENSG00000169180","Xpo6"
"ENSMUSG00000000134",367.199847464828,-0.0141244448943963,0.0295087205401765,-0.478653246763638,0.632185331501968,0.975621357123882,"ENSG00000068323","Tfe3"
"ENSMUSG00000000142",448.776155544275,-0.0173437532652629,0.027990852851265,-0.619622180053694,0.535506560601089,0.968429262016061,"ENSG00000168646","Axin2"
"ENSMUSG00000000148",404.558727202403,0.0278581700517148,0.0270443268088124,1.03009293774091,0.302966380130872,0.914708339042412,"ENSG00000106009","Brat1"
"ENSMUSG00000000149",1558.84946934117,0.0248386752327489,0.0281930455307444,0.881021357045743,0.37830626057337,0.93797728587121,"ENSG00000146535","Gna12"
"ENSMUSG00000000167",34.7093026026757,-0.0222826770345905,0.0338120301009675,-0.659016242682007,0.509885338461789,0.964679436370479,"ENSG00000150773","Pih1d2"
"ENSMUSG00000000168",2155.0010769164,0.000289360058694354,0.0184485250550188,0.0156847258971326,0.987485912468109,0.999864738787965,"ENSG00000150768","Dlat"
"ENSMUSG00000000171",1232.4223301852,0.0174387590153925,0.0253679723230355,0.687432120838336,0.491810462037313,0.961000206355447,"ENSG00000255292","Sdhd"
"ENSMUSG00000000184",853.455504538929,-0.0307890169420091,0.0322753369118506,-0.953948738818718,0.340109590752326,0.929577466910028,"ENSG00000118971","Ccnd2"
"ENSMUSG00000000194",1049.33420576723,0.00398821054114365,0.0219348275501138,0.181820920726726,0.855723265812085,0.994302663279861,"ENSG00000148358","Gpr107"
